field_name,nonempty_records,likely_source,provenance_class,current_notebook_use
Unnamed: 302,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 303,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 304,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 305,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 306,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 307,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 308,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 309,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 310,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 311,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 312,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 313,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 314,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 315,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 316,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 317,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 318,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 319,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 320,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 321,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 322,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 323,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 324,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 325,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 326,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 327,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 328,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 329,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 330,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 331,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 332,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 333,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 334,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 335,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 336,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 337,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 338,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 339,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 340,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 341,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 342,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 343,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 344,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 345,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 346,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 347,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 348,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 349,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 350,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 351,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 352,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 353,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 354,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 355,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 356,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 357,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 358,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 359,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 360,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
