dataset_row,tweet_id,dataset_id_raw,tweet_url,text_from_dataset_original,text_from_live_or_archived_source,retrieval_status,retrieval_source,retrieved_at,text_match_status,text_from_dataset_translated,translated_text_match_status,http_status,error,returned_url,author_url,evidence_sha256,text_match_status_initial,source_difference_class,material_source_text_difference,possible_translation_stage_spatial_change,severe_translation_stage_inspected
32,544875651925164033,5.45E+17,https://twitter.com/dtptraffic/status/544875651925164033,"Traffic Alert आश्रम चौक पर दिल्ली मेट्रो का काम चल रहा है, जिसके कारण 2 घंटे तक आश्रम चौक पर यातायात ज्यादा रहेगा I","Traffic Alert 

आश्रम चौक पर दिल्ली मेट्रो का काम चल रहा है, जिसके कारण 2 घंटे तक आश्रम चौक पर यातायात ज्यादा रहेगा I",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F544875651925164033&omit_script=true&dnt=true,2026-09-11T19:00:12.751606+00:00,MINOR_FORMATTING_DIFFERENCE,"The work of the Delhi Metro on Ashram Chowk is underway, which will increase the traffic to Ashram Chowk for 2 hours.",TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/544875651925164033,https://x.com/dtptraffic,c1e8e81cb7b1c6ae6a8291f10b54c871395ef87c54270c20c2d6d06d391caefd,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
33,544835240955744256,5.45E+17,https://twitter.com/dtptraffic/status/544835240955744256,Traffic Alert Breakdown DTC Bus No.DL1PC 3257 has been removed from Ram Manohar Lohia Hospital.,"Traffic Alert

Breakdown DTC Bus No.DL1PC 3257  has been removed from Ram Manohar Lohia Hospital.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F544835240955744256&omit_script=true&dnt=true,2026-09-11T19:00:12.801330+00:00,MINOR_FORMATTING_DIFFERENCE,Breakdown DTC Bus No.DL1PC 3257 has been removed from Ram Manohar Lohia Hospital.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/544835240955744256,https://x.com/dtptraffic,e688d8f305ee93503e32bf1279fc32a6ddb096cd0a8fbbd518920482db60a97f,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
34,544830064395694081,5.45E+17,https://twitter.com/dtptraffic/status/544830064395694081,Traffic Alert Breakdown DTC Bus has been removed from Safdarjang Hospital.,"Traffic Alert

Breakdown DTC Bus has been removed from Safdarjang Hospital.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F544830064395694081&omit_script=true&dnt=true,2026-09-11T19:00:13.011193+00:00,MINOR_FORMATTING_DIFFERENCE,Breakdown DTC Bus has been removed from Safdarjang Hospital.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/544830064395694081,https://x.com/dtptraffic,e91aaf978be14975763ae2885a218106227fdb3cecd40e6409a853121a8fcc8d,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
35,544738659027537920,5.45E+17,https://twitter.com/dtptraffic/status/544738659027537920,Traffic Alert आज़ाद मार्केट से ईदगाह की तरफ कल जो पानी भरा हुआ था वह निकल गया है |,"Traffic Alert

आज़ाद मार्केट से ईदगाह की तरफ कल जो पानी भरा हुआ था वह निकल गया है |",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F544738659027537920&omit_script=true&dnt=true,2026-09-11T19:00:13.045281+00:00,MINOR_FORMATTING_DIFFERENCE,"Azad Market, which was filled with water on Idgah side has left.",TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/544738659027537920,https://x.com/dtptraffic,bde8db60bdd098dc7e43711aeb958c6cb82af904d814ae3203d1276814b4152b,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,True,False
36,544172095253798913,5.44E+17,https://twitter.com/dtptraffic/status/544172095253798913,Traffic Alert Now traffic is normal from Nehru Place towards Chirag Delhi.,"Traffic Alert

Now traffic is normal from Nehru Place towards Chirag Delhi.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F544172095253798913&omit_script=true&dnt=true,2026-09-11T19:00:13.210359+00:00,MINOR_FORMATTING_DIFFERENCE,Now traffic is normal from Nehru Place towards Chirag Delhi.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/544172095253798913,https://x.com/dtptraffic,d7eb0205c8c3ecbb970e2b211624cbccefbc9e5ca5310db914c5fb5c394e3049,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
37,544171899279147008,5.44E+17,https://twitter.com/dtptraffic/status/544171899279147008,Traffic Alert Now traffic movement for vehicle has been opened from Patel Chowk towards GPO.,"Traffic Alert

Now traffic movement for vehicle has been opened from Patel Chowk towards GPO.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F544171899279147008&omit_script=true&dnt=true,2026-09-11T19:00:13.267141+00:00,MINOR_FORMATTING_DIFFERENCE,Now traffic movement for vehicle has been opened from Patel Chowk towards GPO.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/544171899279147008,https://x.com/dtptraffic,fe92094473c6268ec81124f5b80edb0db4689bf9af821e1f526a81a286c15063,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
38,544082974992367616,5.44E+17,https://twitter.com/dtptraffic/status/544082974992367616,Traffic Alert Now Sansad Marg has been opened for traffic.,"Traffic Alert

Now Sansad Marg has been opened for traffic.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F544082974992367616&omit_script=true&dnt=true,2026-09-11T19:00:13.307411+00:00,MINOR_FORMATTING_DIFFERENCE,Now Sansad Marg has been opened for traffic.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/544082974992367616,https://x.com/dtptraffic,e3c74db5b91711ee59d24ed1a7fba6f2d1f0e15f279026b7caa7dca23929e9c9,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
39,544055609184628736,5.44E+17,https://twitter.com/dtptraffic/status/544055609184628736,Traffic Alert Due to procession Sansad Marg has been closed for traffic.Kindly avoid the stretch Inconvenience regretted.,"Traffic Alert
 
Due to procession Sansad Marg has been closed for traffic.Kindly avoid the stretch Inconvenience regretted.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F544055609184628736&omit_script=true&dnt=true,2026-09-11T19:00:13.324962+00:00,MINOR_FORMATTING_DIFFERENCE,Due to procession Sansad Marg has been closed for traffic.Kindly avoid the stretch Inconvenience regretted.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/544055609184628736,https://x.com/dtptraffic,3e848689aae4c6e84e34962fad21942a65b0adaef453d0d4cdcf6efd9bafa064,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
40,543738128981577728,5.44E+17,https://twitter.com/dtptraffic/status/543738128981577728,Traffic Alert Traffic is heavy on Mathura Road.,"Traffic Alert

Traffic is heavy on Mathura Road.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F543738128981577728&omit_script=true&dnt=true,2026-09-11T19:00:13.552528+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is heavy on Mathura Road.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/543738128981577728,https://x.com/dtptraffic,9a3a654f5952abbae46686be4cd0beb250d581b24eed677d61b4491f99e5de21,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
41,543652633085358080,5.44E+17,https://twitter.com/dtptraffic/status/543652633085358080,Traffic Alert Sansad Marg has been closed. Kindly avoid this route. Inconvenience regretted.,"Traffic Alert

Sansad Marg has been closed. Kindly avoid this route. Inconvenience regretted.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F543652633085358080&omit_script=true&dnt=true,2026-09-11T19:00:13.608396+00:00,MINOR_FORMATTING_DIFFERENCE,Sansad Marg has been closed. Kindly avoid this route. Inconvenience regretted.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/543652633085358080,https://x.com/dtptraffic,4a69bb9ca2d570e1a21830ade9c333fe7eaeb3fe8bcf8e52da73482462703ded,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
42,543087530141556736,5.43E+17,https://twitter.com/dtptraffic/status/543087530141556736,Traffic Alert Traffic is now normal at AIIMS to Lajpat Nagar & Moolchand underpass.,"Traffic Alert

Traffic is now normal at AIIMS to Lajpat Nagar & Moolchand underpass.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F543087530141556736&omit_script=true&dnt=true,2026-09-11T19:00:14.239670+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is now normal at AIIMS to Lajpat Nagar & Moolchand underpass.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/543087530141556736,https://x.com/dtptraffic,816b6304efecf5af8fa541a7589fcbb58454d12715dac2936267d9d1fe3045cb,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
43,543086840014598144,5.43E+17,https://twitter.com/dtptraffic/status/543086840014598144,Traffic Alert Break down Cluster bus no. DL1PC 5939 has been removed from GPO towards Outer Circle Connaught Place.,"Traffic Alert

Break down Cluster bus no. DL1PC 5939 has been removed from GPO towards Outer Circle Connaught Place.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F543086840014598144&omit_script=true&dnt=true,2026-09-11T19:00:14.240347+00:00,MINOR_FORMATTING_DIFFERENCE,Break down Cluster bus no. DL1PC 5939 has been removed from GPO towards Outer Circle Connaught Place.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/543086840014598144,https://x.com/dtptraffic,0fde01fdb4b99b3d0acf248ea547e99cf7fb582cb94313db4913ca5cd5cf0f33,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
44,543083460722573312,5.43E+17,https://twitter.com/dtptraffic/status/543083460722573312,Traffic Alert Break down DTC bus no. DL1PC 9672 has been removed from AIIMS towards Moolchand.,"Traffic Alert

Break down DTC bus no. DL1PC 9672 has been removed from AIIMS towards Moolchand.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F543083460722573312&omit_script=true&dnt=true,2026-09-11T19:00:14.559403+00:00,MINOR_FORMATTING_DIFFERENCE,Break down DTC bus no. DL1PC 9672 has been removed from AIIMS towards Moolchand.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/543083460722573312,https://x.com/dtptraffic,067daf7fb0cbf337a6a0e4ac300c3a99a88e206ccc62ce4fe90f486bdba4b152,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
45,543065582036209664,5.43E+17,https://twitter.com/dtptraffic/status/543065582036209664,Traffic Alert Break down DTC bus no. DL1PC 9496 has been removed from Rohini West Metro station.,"Traffic Alert

Break down DTC bus no. DL1PC 9496 has been removed from Rohini West Metro station.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F543065582036209664&omit_script=true&dnt=true,2026-09-11T19:00:14.606788+00:00,MINOR_FORMATTING_DIFFERENCE,Break down DTC bus no. DL1PC 9496 has been removed from Rohini West Metro station.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/543065582036209664,https://x.com/dtptraffic,903b1f4ee29063fe79bc0846fc075bb90bb14993deab824b26fe29adc50ce7dc,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
46,543030164536688640,5.43E+17,https://twitter.com/dtptraffic/status/543030164536688640,Traffic Alert Breakdown Cluster bus no. 3961 has been removed from Outer Circle Regal Cinema.,"Traffic Alert

Breakdown Cluster bus no. 3961 has been removed from Outer Circle Regal Cinema.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F543030164536688640&omit_script=true&dnt=true,2026-09-11T19:00:14.621518+00:00,MINOR_FORMATTING_DIFFERENCE,Breakdown Cluster bus no. 3961 has been removed from Outer Circle Regal Cinema.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/543030164536688640,https://x.com/dtptraffic,720966e5f5750f447e92e1e09a1966d2be79a66b586043200d6b78e6d5e8f788,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
47,542972117503852544,5.43E+17,https://twitter.com/dtptraffic/status/542972117503852544,Traffic Alert Breakdown Truck No. HR 38T 2175 has been removed from the carriageway running from Chirag Delhi towards Nehru Place.,"Traffic Alert 

Breakdown Truck No. HR 38T 2175 has been removed from the carriageway running from Chirag Delhi towards Nehru Place.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F542972117503852544&omit_script=true&dnt=true,2026-09-11T19:00:14.641246+00:00,MINOR_FORMATTING_DIFFERENCE,Breakdown Truck No. HR 38T 2175 has been removed from the carriageway running from Chirag Delhi towards Nehru Place.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/542972117503852544,https://x.com/dtptraffic,a8f66729ca28f59312787ffa688deade56d3c2a37274985b75f7db07b6bf2754,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
48,542888123777024000,5.43E+17,https://twitter.com/dtptraffic/status/542888123777024000,Traffic Alert Traffic has been diverted from Patel Chowk to GPO (on Ashoka Road).,"Traffic Alert

Traffic has been diverted from Patel Chowk to G.P.O. (on Ashoka Road).",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F542888123777024000&omit_script=true&dnt=true,2026-09-11T19:00:14.660309+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic has been diverted from Patel Chowk to G.P.O. (on Ashoka Road).,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/542888123777024000,https://x.com/dtptraffic,e4cd036ed2c5d377208815ba458b54b732f7f6738850070b18aafedb8f3a8022,TEXT_DIFFERENCE,MINOR_PUNCTUATION_DIFFERENCE,False,False,False
49,542651779582672897,5.43E+17,https://twitter.com/dtptraffic/status/542651779582672897,Traffic Alert Traffic is normal near Sansad marg.,"Traffic Alert

Traffic is normal near Sansad marg.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F542651779582672897&omit_script=true&dnt=true,2026-09-11T19:00:14.972411+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is normal near Sansad Marg.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/542651779582672897,https://x.com/dtptraffic,7cbba19bf5edd3e5c33f65a376bf5bf7b1718fd697d773ff3c644721d1e4f2d3,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
50,542596054802518017,5.43E+17,https://twitter.com/dtptraffic/status/542596054802518017,Traffic Alert Traffic is normal near Patiala House Court (Tilak Marg) and Saket Court.,"Traffic Alert

Traffic is normal near Patiala House Court (Tilak Marg) and Saket Court.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F542596054802518017&omit_script=true&dnt=true,2026-09-11T19:00:15.043663+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is normal near Patiala House Court (Tilak Marg) and Saket Court.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/542596054802518017,https://x.com/dtptraffic,5895dc68d277a065ebf715e3deac89787d46209a71899f61057d84c00d47273e,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
51,542588155451297792,5.43E+17,https://twitter.com/dtptraffic/status/542588155451297792,Traffic Alert Traffic is normal near Tis Hazari Court.,"Traffic Alert

Traffic is normal near Tis Hazari Court.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F542588155451297792&omit_script=true&dnt=true,2026-09-11T19:00:15.108886+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is normal near Tis Hazari Court.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/542588155451297792,https://x.com/dtptraffic,e6c3c2c08a1f6408ebbdedff65585a96cdc5ff3405b72474eb5da3312824e78f,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
52,542582240085938176,5.43E+17,https://twitter.com/dtptraffic/status/542582240085938176,Traffic Alert Traffic is normal near Madhuban Chowk.,"Traffic Alert

Traffic is normal near Madhuban Chowk.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F542582240085938176&omit_script=true&dnt=true,2026-09-11T19:00:15.323408+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is normal near Madhuban Chowk.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/542582240085938176,https://x.com/dtptraffic,cb71fab24336579e587cbbf37179766b8e1e9d5edc000ca6a4927856a9d50a32,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
53,542581676698636288,5.43E+17,https://twitter.com/dtptraffic/status/542581676698636288,Traffic Alert Traffic is normal near Karkardooma Court.,"Traffic Alert

Traffic is normal near Karkardooma Court.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F542581676698636288&omit_script=true&dnt=true,2026-09-11T19:00:15.325433+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is normal near Karkardooma Court.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/542581676698636288,https://x.com/dtptraffic,f0458a02c4cb987e57e31bed54406df310acc3e356392e36fc67f32db78a9a1e,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
